0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
1206,2014,325,153,648,421,282,734,108,451,340,243,1209,1220,114,163,183,98,339,489,136,219,26,9.0,9.0,2.0,2.0
1206,2015,236,125,618,428,271,697,107,438,380,235,1130,1141,111,176,189,93,294,440,128,211,51,19.0,6.0,8.0,2.0
1206,2016,301,172,572,407,417,940,119,463,419,242,909,906,98,92,183,87,328,436,98,228,36,15.0,8.0,5.0,3.0
1206,2017,403,179,551,435,345,958,89,444,363,231,915,911,100,162,168,79,385,564,95,252,12,18.0,6.0,3.0,2.0
1206,2018,343,230,539,425,475,884,96,392,328,235,773,772,92,200,146,79,378,459,93,233,18,15.0,4.0,4.0,3.0
1206,2019,372,210,568,428,427,842,97,339,324,197,1067,1056,69,204,180,93,399,454,68,256,30,16.0,3.0,5.0,2.0
1207,2010,461,206,553,449,328,766,152,248,320,143,826,828,121,229,167,94,516,456,118,299,66,7.0,5.0,3.0,1.0
1207,2011,369,210,583,410,396,725,133,255,314,142,1053,1060,109,182,125,78,460,403,103,204,50,8.0,6.0,5.0,2.0
1207,2012,337,177,567,402,338,801,153,340,354,195,879,885,128,194,174,108,432,457,98,208,50,19.0,14.0,8.0,5.0
1207,2013,275,189,554,407,347,763,123,321,297,207,667,673,114,240,169,105,474,407,90,198,50,16.0,14.0,10.0,3.0
1207,2014,359,180,728,387,363,765,141,322,336,193,978,986,114,200,191,108,431,562,100,237,53,16.0,11.0,9.0,10.0
1207,2015,336,201,668,415,368,785,156,292,365,158,1196,1197,126,251,197,116,427,541,108,261,75,29.0,24.0,9.0,7.0
1207,2016,291,261,755,442,509,865,146,313,316,221,1043,1049,113,180,154,91,492,529,102,207,40,7.0,6.0,3.0,8.0
1207,2017,324,206,669,454,384,836,147,291,305,203,986,978,127,175,182,102,480,547,93,253,60,15.0,8.0,9.0,4.0
1207,2018,293,226,530,457,392,823,110,353,325,233,726,723,111,164,140,70,522,524,88,204,36,12.0,7.0,7.0,4.0
1207,2019,288,264,562,435,472,924,130,394,344,234,961,959,45,189,200,109,531,555,82,207,72,11.0,4.0,9.0,5.0
1208,2010,269,146,489,457,256,712,137,386,372,220,1114,1116,118,175,155,76,415,444,118,217,102,4.0,7.0,5.0,2.0
1208,2011,325,156,540,444,299,836,162,423,407,207,1077,1084,128,211,176,100,495,465,126,256,121,14.0,8.0,12.0,6.0
1208,2012,228,202,553,332,446,717,118,378,348,164,1180,1182,118,199,141,82,351,364,133,213,77,21.0,15.0,6.0,4.0
1208,2013,208,188,540,466,338,799,133,389,333,154,1300,1298,137,180,182,92,371,486,132,166,56,30.0,25.0,3.0,3.0
1208,2014,296,167,640,446,311,858,158,448,400,187,1383,1386,139,173,259,142,341,642,123,183,61,56.0,30.0,1.0,4.0
1208,2015,305,184,607,420,354,900,151,390,360,161,1234,1237,140,183,216,112,411,572,133,213,55,42.0,23.0,3.0,5.0
1208,2016,232,220,704,448,378,926,174,504,394,273,1391,1393,124,164,206,118,424,583,105,183,41,33.0,24.0,3.0,6.0
1208,2017,292,164,620,429,352,900,122,475,323,263,1313,1318,120,177,162,101,409,571,95,188,52,36.0,25.0,1.0,7.0
1208,2018,189,201,533,420,431,895,156,449,406,278,1098,1092,124,126,194,115,402,512,106,141,55,44.0,33.0,4.0,5.0
1208,2019,281,210,567,506,443,857,163,339,357,140,1088,1087,111,185,214,110,423,512,76,175,110,35.0,17.0,11.0,2.0
1209,2010,305,133,587,414,277,627,100,442,406,233,1336,1340,98,216,143,76,342,355,103,255,31,12.0,11.0,8.0,
1209,2011,252,173,635,445,320,694,139,365,368,174,1423,1422,101,191,177,102,392,308,115,241,70,13.0,2.0,10.0,2.0
1209,2012,344,178,545,396,384,839,183,424,390,219,1149,1152,110,315,196,127,427,436,113,269,89,12.0,8.0,9.0,4.0
1209,2013,264,210,514,349,378,651,123,311,290,183,1163,1166,116,231,131,90,338,406,106,207,40,9.0,10.0,8.0,4.0
1209,2014,318,240,556,253,392,738,146,334,260,202,1116,1120,118,248,147,84,423,547,95,230,70,13.0,7.0,6.0,8.0
1209,2015,386,161,622,355,340,764,140,346,313,215,955,954,120,306,160,95,453,499,109,246,81,19.0,12.0,7.0,14.0
1209,2016,242,140,541,334,262,635,83,346,224,216,1227,1227,98,183,143,88,325,385,89,213,31,19.0,8.0,3.0,1.0
1209,2017,298,184,524,374,339,646,97,214,261,121,1292,1290,97,168,145,89,298,309,76,208,38,20.0,9.0,4.0,7.0
1209,2018,311,303,608,376,479,815,148,289,283,160,1009,1004,131,235,160,91,413,399,90,234,71,21.0,15.0,6.0,11.0
1209,2019,348,308,573,377,494,787,150,182,257,109,971,968,111,251,225,107,388,430,72,285,59,20.0,13.0,18.0,1.0
1210,2010,269,198,638,549,351,887,175,516,454,263,1635,1642,128,258,215,124,460,485,136,167,124,27.0,15.0,17.0,4.0
1210,2011,246,192,635,423,451,707,126,436,395,209,1280,1277,115,297,152,94,408,406,124,191,87,18.0,10.0,16.0,8.0
1210,2012,233,153,494,432,337,714,146,370,328,217,1064,1075,121,154,135,83,328,300,123,187,51,16.0,7.0,9.0,5.0
1210,2013,235,173,516,399,371,789,129,443,365,256,1133,1141,134,182,159,96,394,318,108,200,68,19.0,6.0,19.0,2.0
1210,2014,296,173,586,399,376,814,140,429,373,249,1153,1165,118,171,177,110,434,435,122,226,57,21.0,12.0,8.0,1.0
1210,2015,292,131,515,393,360,743,104,421,444,230,1171,1174,129,177,169,98,362,363,125,253,52,29.0,22.0,10.0,3.0
1210,2016,288,212,621,390,374,902,149,532,455,351,1189,1195,124,155,166,102,481,479,90,220,56,40.0,17.0,6.0,1.0
1210,2017,369,161,577,481,334,939,215,416,344,233,927,926,143,237,197,133,545,491,105,359,90,21.0,17.0,15.0,
1210,2018,303,156,532,411,334,750,171,423,334,202,607,606,121,221,159,109,409,439,89,232,65,27.0,17.0,11.0,3.0
1210,2019,318,176,559,459,397,810,166,321,262,166,846,844,21,221,183,99,433,405,92,229,92,3.0,,12.0,4.0
1211,2010,326,178,598,431,323,895,138,381,345,266,857,861,126,212,242,138,442,591,83,196,87,26.0,9.0,7.0,5.0
1211,2011,321,191,630,463,338,883,123,458,391,296,925,934,146,245,167,80,515,600,93,176,69,18.0,14.0,5.0,5.0
1211,2012,294,215,514,433,352,854,104,383,359,235,864,869,138,223,202,105,455,575,82,164,60,19.0,11.0,6.0,1.0
1211,2013,386,215,542,380,374,867,91,306,399,220,956,959,139,266,194,113,502,541,71,253,80,17.0,7.0,9.0,1.0
1211,2014,410,242,639,407,378,924,135,291,336,207,851,859,145,229,197,92,504,554,83,292,55,12.0,7.0,3.0,1.0
1211,2015,412,253,607,376,377,999,117,331,361,278,905,908,144,205,206,98,577,532,79,231,46,18.0,5.0,3.0,3.0
1211,2016,405,272,607,409,447,1012,109,306,367,250,710,712,132,178,153,66,488,526,71,281,35,16.0,1.0,5.0,3.0
1211,2017,460,267,610,418,429,1108,168,304,353,238,942,943,130,257,205,114,561,592,65,299,91,13.0,1.0,7.0,4.0
1211,2018,440,328,632,419,563,1060,134,283,409,219,930,927,144,234,182,89,564,513,62,282,114,24.0,4.0,4.0,2.0
1211,2019,442,257,533,342,447,960,181,236,315,201,764,760,92,249,167,78,601,551,45,240,134,28.0,4.0,8.0,
1212,2010,233,151,577,413,287,577,62,313,284,152,682,689,42,187,143,81,281,369,112,267,12,13.0,7.0,,5.0
1212,2011,263,161,670,494,377,786,89,479,365,221,742,747,74,209,220,121,322,430,118,240,19,7.0,1.0,1.0,8.0
1212,2012,185,115,460,458,303,631,105,459,278,197,518,522,103,135,145,84,246,358,90,168,16,6.0,1.0,1.0,1.0
1212,2013,171,143,491,491,315,598,64,394,277,189,606,606,87,123,122,102,290,209,75,203,9,7.0,2.0,3.0,6.0
1212,2014,224,169,513,406,351,553,55,278,294,156,720,710,101,156,165,95,277,401,77,228,29,20.0,4.0,8.0,4.0
1212,2015,176,97,515,466,245,589,46,418,266,173,751,739,92,143,155,121,203,339,97,179,20,6.0,2.0,6.0,6.0
1212,2016,246,132,558,401,352,609,50,247,240,133,919,916,69,170,183,105,232,400,74,238,13,8.0,6.0,3.0,6.0
1212,2017,316,149,562,388,334,561,65,354,329,173,763,754,84,247,190,82,295,382,88,255,27,9.0,4.0,1.0,6.0
1212,2018,277,147,648,466,304,793,106,460,367,240,825,828,66,230,185,105,325,515,139,264,58,19.0,8.0,9.0,12.0
1212,2019,240,195,627,472,296,835,129,368,268,186,910,904,60,165,217,93,344,486,128,227,61,10.0,,11.0,
1213,2014,238,183,527,327,337,651,74,226,240,127,348,349,102,94,158,87,330,519,80,204,15,5.0,,2.0,3.0
1213,2015,330,192,588,329,377,671,90,239,260,133,660,670,114,158,154,76,355,457,93,251,35,4.0,4.0,4.0,2.0
1213,2016,443,197,585,377,357,843,79,316,375,143,802,798,113,191,201,105,463,537,65,353,46,3.0,2.0,9.0,4.0
1213,2017,287,189,509,378,384,769,73,285,314,152,531,529,97,214,202,116,390,468,85,285,83,9.0,1.0,8.0,12.0
1213,2018,355,234,653,428,500,854,122,277,386,135,1068,1065,184,200,202,82,493,523,62,290,59,10.0,10.0,7.0,12.0
1213,2019,350,241,557,385,486,825,70,288,334,186,799,791,32,194,173,73,435,471,78,247,65,2.0,1.0,9.0,4.0
1214,2010,297,162,571,484,370,713,122,346,350,167,955,958,103,270,194,118,376,473,111,210,66,14.0,6.0,12.0,7.0
1214,2011,262,203,588,393,430,779,178,391,352,169,738,754,118,229,237,126,370,476,107,225,63,23.0,12.0,10.0,9.0
1214,2012,335,183,606,467,456,790,159,379,402,144,869,873,125,226,213,126,352,459,120,252,66,18.0,5.0,15.0,11.0
1214,2013,285,135,634,526,378,802,148,353,393,185,959,974,106,231,188,111,352,444,124,303,59,13.0,6.0,13.0,14.0
1214,2014,289,171,733,458,364,779,183,315,395,187,1096,1105,106,234,266,156,358,596,116,333,76,24.0,12.0,10.0,19.0
1214,2015,285,194,751,494,444,876,141,393,416,238,932,941,125,235,256,150,372,560,132,306,63,16.0,9.0,11.0,14.0
1214,2016,375,201,620,423,459,839,110,322,431,146,764,774,118,158,233,142,372,515,76,320,60,7.0,1.0,12.0,8.0
1214,2017,249,154,508,347,333,600,88,306,271,136,596,594,93,122,126,70,287,364,61,205,29,11.0,5.0,11.0,8.0
1214,2018,367,180,600,382,373,839,99,398,323,222,723,718,100,163,134,68,444,494,70,267,66,11.0,3.0,7.0,9.0
1214,2019,291,236,556,299,458,749,88,325,304,186,536,533,81,170,129,73,372,489,81,234,28,14.0,2.0,5.0,3.0
1216,2010,250,233,658,350,445,635,80,334,296,163,516,515,98,181,141,80,340,299,114,227,17,5.0,3.0,,7.0
1216,2011,275,265,571,388,604,636,77,243,323,106,1075,1075,106,244,136,72,365,248,129,229,22,4.0,,6.0,9.0
1216,2012,308,218,592,465,484,657,63,156,213,75,1449,1458,120,195,144,61,396,312,111,245,30,1.0,1.0,1.0,11.0
1216,2013,264,235,585,442,469,656,61,235,264,116,1544,1536,103,253,132,60,383,338,118,229,23,7.0,1.0,,4.0
1216,2014,322,265,630,458,439,679,68,188,230,114,1545,1541,119,184,164,88,402,435,125,231,26,4.0,2.0,2.0,5.0
1216,2015,286,227,539,352,471,644,45,207,252,87,1343,1344,99,180,119,62,341,322,127,241,8,5.0,2.0,3.0,3.0
1216,2016,265,296,669,365,537,716,63,243,217,154,1142,1143,152,201,138,75,375,447,100,263,11,6.0,6.0,1.0,4.0
1216,2017,255,259,588,447,490,727,116,253,276,159,857,854,83,221,148,77,363,400,115,289,37,8.0,4.0,4.0,7.0
1216,2018,351,250,566,380,484,775,120,200,257,126,750,746,120,187,145,73,398,368,87,247,42,9.0,3.0,3.0,8.0
1216,2019,364,313,544,392,506,739,69,197,269,114,673,673,90,216,153,68,445,441,86,272,20,4.0,2.0,1.0,1.0
1217,2010,351,172,505,422,308,641,121,180,251,99,955,954,102,216,134,72,404,472,92,240,37,4.0,4.0,3.0,
1217,2011,242,191,437,364,313,646,123,243,249,181,701,705,110,159,111,48,399,476,88,177,46,2.0,1.0,4.0,
1217,2012,279,174,446,358,314,712,124,235,244,126,902,903,99,163,132,73,376,434,90,187,54,5.0,3.0,4.0,4.0
1217,2013,257,185,442,390,280,638,116,245,207,144,554,560,105,209,162,90,376,493,105,189,59,6.0,1.0,4.0,
1217,2014,324,180,551,358,286,736,150,314,318,177,892,900,107,224,198,100,437,570,106,254,71,5.0,9.0,7.0,
1217,2015,220,131,445,319,251,654,124,349,293,210,710,711,86,189,137,80,348,406,98,220,54,1.0,2.0,8.0,
1217,2016,244,205,498,400,319,726,142,282,278,149,832,833,93,133,158,81,418,277,86,220,75,5.0,4.0,6.0,
1217,2017,238,213,498,347,381,661,120,224,256,127,952,951,37,160,101,46,367,351,115,187,63,9.0,4.0,1.0,
1217,2018,264,245,532,409,446,781,114,280,260,139,1004,1001,82,153,86,52,385,362,106,215,63,10.0,5.0,3.0,
1217,2019,284,242,497,440,413,747,104,209,263,125,937,936,50,163,139,56,332,348,93,212,41,11.0,4.0,7.0,
1218,2010,121,140,492,395,291,596,53,449,352,307,463,464,63,123,192,137,373,436,131,85,58,4.0,,5.0,6.0
1218,2011,131,184,605,493,335,792,131,460,308,359,771,779,105,170,190,129,366,492,115,86,56,4.0,,6.0,12.0
1218,2012,233,154,584,458,312,742,96,447,348,324,872,875,118,169,214,128,446,491,121,140,58,6.0,3.0,11.0,15.0
1218,2013,182,184,513,448,364,808,108,516,383,394,947,948,128,165,181,109,429,454,110,105,34,3.0,2.0,3.0,9.0
1218,2014,211,162,561,338,326,654,92,466,369,380,746,745,94,180,178,118,396,525,129,110,36,3.0,4.0,4.0,12.0
1218,2015,243,216,669,431,441,755,129,468,381,309,995,999,85,311,191,110,435,484,120,157,62,4.0,,11.0,15.0
1218,2016,302,227,658,415,477,861,121,316,330,229,772,777,77,237,222,154,490,568,87,190,65,5.0,,5.0,9.0
1218,2017,274,201,550,404,425,651,55,319,273,182,752,747,90,141,150,116,394,421,99,172,9,1.0,1.0,,2.0
1218,2018,264,185,549,380,384,680,56,312,243,184,849,849,80,151,168,120,392,424,96,149,28,2.0,1.0,1.0,8.0
1218,2019,306,245,531,346,456,726,63,259,261,161,859,857,76,141,154,103,446,356,90,183,19,3.0,2.0,3.0,
1219,2010,235,175,602,434,333,625,117,419,366,218,1486,1493,99,172,164,82,344,400,88,181,52,15.0,12.0,12.0,5.0
1219,2011,243,162,621,442,305,630,79,403,334,201,1307,1307,118,201,167,83,316,408,103,218,31,15.0,3.0,7.0,2.0
1219,2012,209,241,532,354,350,632,75,306,299,174,1173,1175,109,148,152,91,346,396,118,190,31,10.0,2.0,4.0,11.0
1219,2013,303,131,548,350,283,697,115,405,357,228,1300,1300,109,202,145,73,416,392,110,249,71,20.0,5.0,9.0,2.0
1219,2014,298,182,493,345,290,626,99,341,279,189,967,964,105,165,115,56,422,380,116,205,43,19.0,6.0,3.0,6.0
1219,2015,287,195,469,345,311,676,79,344,298,214,1152,1156,122,177,133,74,419,415,123,224,44,19.0,4.0,9.0,4.0
1219,2016,367,173,511,309,279,649,76,324,308,191,1178,1178,99,215,126,64,423,444,85,278,27,20.0,6.0,1.0,1.0
1219,2017,288,175,502,365,292,683,83,342,269,171,1123,1118,105,164,115,49,336,428,82,238,10,6.0,4.0,,5.0
1219,2018,315,150,503,342,268,629,68,294,283,164,1154,1150,72,177,129,62,297,357,77,257,24,7.0,4.0,5.0,4.0
1219,2019,344,161,469,386,371,749,80,249,331,175,769,769,88,155,166,74,361,369,57,264,9,8.0,,3.0,
1220,2010,310,171,691,443,360,818,204,566,474,278,650,654,108,232,155,71,428,456,98,218,35,11.0,6.0,10.0,2.0
1220,2011,289,200,575,333,365,701,131,427,309,255,787,793,134,201,135,65,423,479,111,195,27,6.0,,4.0,2.0
1220,2012,279,155,595,441,311,687,84,477,382,236,819,820,120,245,187,96,389,536,118,236,27,3.0,1.0,6.0,8.0
1220,2013,246,137,522,448,341,663,107,461,395,196,827,831,132,198,211,114,300,408,112,220,46,2.0,1.0,6.0,1.0
1220,2014,296,229,644,406,456,776,106,313,419,179,681,687,133,159,238,135,355,531,120,260,39,7.0,8.0,1.0,9.0
1220,2015,399,303,649,379,534,838,90,284,402,161,894,899,120,254,203,119,525,561,116,277,27,12.0,11.0,5.0,7.0
1220,2016,449,282,527,393,510,888,104,271,391,107,622,620,126,204,206,115,488,543,109,311,27,15.0,11.0,2.0,4.0
1220,2017,285,280,529,329,489,754,71,299,358,196,670,666,106,137,189,98,397,474,84,237,43,11.0,7.0,1.0,7.0
1220,2018,318,249,557,329,418,734,78,305,324,201,600,598,122,145,179,112,394,446,81,230,58,5.0,5.0,7.0,8.0
1220,2019,341,290,494,321,451,802,114,321,277,231,626,624,48,208,143,96,450,584,82,203,65,3.0,2.0,5.0,3.0
1221,2010,379,153,511,424,242,699,85,337,358,152,812,834,90,121,152,98,371,442,139,302,6,11.0,2.0,,2.0
1221,2011,332,141,507,369,293,701,105,331,323,183,966,983,109,114,172,90,372,366,101,237,28,7.0,1.0,4.0,1.0
1221,2012,284,148,469,357,307,670,118,295,268,146,1001,1018,84,153,123,61,332,358,91,239,36,4.0,1.0,3.0,4.0
1221,2013,212,190,498,362,360,702,104,325,257,181,1061,1076,92,110,99,64,354,334,102,177,30,12.0,6.0,3.0,3.0
1221,2014,276,195,516,357,357,679,113,286,293,180,1044,1051,93,178,138,87,336,446,120,255,32,3.0,1.0,6.0,3.0
1221,2015,286,179,565,316,352,594,135,272,295,154,1207,1212,70,215,137,77,315,393,134,292,28,6.0,5.0,1.0,7.0
1221,2016,373,251,584,386,518,772,86,238,279,129,895,908,99,219,178,109,479,466,104,346,19,3.0,1.0,2.0,3.0
1221,2017,282,228,480,317,425,583,73,174,173,87,690,691,49,272,133,63,403,337,111,235,20,1.0,1.0,,2.0
1221,2018,341,203,536,381,420,702,105,224,178,133,726,726,83,193,129,67,421,321,103,199,45,2.0,1.0,1.0,3.0
1221,2019,420,237,486,350,433,696,127,260,220,132,670,670,81,241,141,60,513,283,109,288,49,10.0,1.0,4.0,1.0
1222,2010,326,281,633,304,509,727,98,566,434,267,574,582,110,320,201,94,420,533,106,208,43,15.0,10.0,4.0,2.0
1222,2011,239,162,576,437,263,652,117,386,276,218,831,836,107,159,167,83,361,405,94,133,35,10.0,7.0,3.0,2.0
1222,2012,291,158,488,426,292,711,142,438,347,257,738,742,110,150,147,76,376,380,105,150,49,7.0,7.0,4.0,1.0
1222,2013,287,192,580,421,343,846,122,470,378,288,941,948,120,204,185,102,477,534,117,182,91,15.0,10.0,10.0,5.0
1222,2014,299,212,603,419,366,782,181,404,359,211,917,923,108,179,202,102,485,467,120,200,96,15.0,12.0,18.0,2.0
1222,2015,186,259,564,425,550,726,121,359,401,201,626,640,106,184,164,77,376,391,148,155,42,17.0,18.0,8.0,4.0
1222,2016,312,215,605,333,403,792,122,425,409,268,774,774,107,191,173,75,412,467,87,183,79,23.0,15.0,3.0,7.0
1222,2017,252,268,603,315,413,773,113,453,362,264,730,730,106,170,141,68,406,390,105,173,53,13.0,8.0,5.0,4.0
1222,2018,352,297,736,418,471,945,106,394,408,254,922,917,111,218,166,103,505,484,93,241,40,9.0,5.0,3.0,3.0
1222,2019,274,313,642,386,558,966,153,369,425,235,903,903,5,219,193,93,505,454,83,191,79,1.0,1.0,9.0,9.0
1223,2010,338,130,657,582,330,814,116,520,433,276,782,785,127,229,195,90,397,576,90,242,24,10.0,1.0,3.0,6.0
1223,2011,270,166,640,479,335,655,74,440,350,222,766,766,104,243,184,105,337,477,95,233,19,6.0,1.0,1.0,9.0
1223,2012,252,136,584,415,276,569,41,444,329,232,776,774,98,170,161,82,302,414,88,189,12,5.0,6.0,1.0,6.0
1223,2013,220,126,556,483,277,653,73,489,321,237,703,703,100,179,161,97,291,374,90,145,13,7.0,5.0,5.0,12.0
1223,2014,302,141,620,455,278,696,61,430,324,211,789,798,112,141,176,81,346,428,76,217,13,3.0,2.0,2.0,8.0
1223,2015,297,106,494,350,230,547,74,317,312,157,742,744,69,132,129,69,270,384,78,206,13,9.0,2.0,2.0,7.0
1223,2016,330,175,581,451,318,751,97,360,300,202,876,888,108,146,179,77,385,535,56,213,20,9.0,2.0,4.0,14.0
1223,2017,322,163,532,375,323,641,62,309,350,194,723,724,89,164,153,87,377,441,55,249,24,11.0,13.0,10.0,12.0
1223,2018,336,203,564,398,416,651,71,314,414,155,659,657,89,178,210,103,356,401,52,338,28,15.0,12.0,5.0,14.0
1223,2019,413,185,561,414,369,669,52,278,371,127,809,808,51,208,242,108,404,494,85,313,38,5.0,2.0,6.0,3.0
1224,2010,223,171,518,460,400,682,66,364,365,183,1174,1179,129,134,233,132,293,405,111,241,29,11.0,7.0,8.0,2.0
1224,2011,221,138,564,457,326,622,64,387,378,184,874,874,109,180,213,113,263,411,110,239,21,3.0,1.0,3.0,18.0
1224,2012,279,136,666,507,291,657,88,355,374,129,1769,1777,95,181,198,119,269,483,115,306,33,13.0,4.0,5.0,6.0
1224,2013,201,96,502,430,290,620,95,402,361,203,891,890,95,186,149,95,257,329,111,247,19,12.0,4.0,2.0,7.0
1224,2014,227,159,681,505,324,671,115,352,356,150,1441,1434,99,192,215,127,236,533,116,305,33,18.0,6.0,10.0,8.0
1224,2015,261,127,536,469,311,658,116,249,311,145,1059,1069,100,210,158,95,229,434,103,263,45,20.0,4.0,7.0,6.0
1224,2016,323,132,585,444,316,745,89,352,372,168,950,957,106,183,192,110,241,605,92,349,43,19.0,9.0,7.0,8.0
1224,2017,194,130,451,356,295,590,91,343,301,168,839,836,83,134,166,90,225,361,73,187,31,11.0,5.0,10.0,7.0
1224,2018,299,252,638,407,471,734,79,379,348,194,1022,1018,83,160,167,84,375,456,67,232,34,13.0,1.0,5.0,12.0
1224,2019,289,207,573,376,356,716,110,425,345,229,1149,1146,73,160,175,100,379,463,77,280,62,23.0,5.0,8.0,1.0
1225,2010,300,167,506,403,287,669,86,296,302,166,948,952,109,167,170,95,403,392,111,244,68,7.0,2.0,4.0,1.0
1225,2011,284,195,522,455,319,729,90,331,287,179,979,979,116,205,153,91,440,437,116,200,49,20.0,6.0,5.0,2.0
1225,2012,281,202,525,409,316,754,123,282,304,174,988,989,116,146,191,97,453,445,133,221,74,16.0,9.0,9.0,4.0
1225,2013,343,191,501,401,326,724,82,226,281,109,898,905,124,120,143,84,386,431,128,239,62,3.0,4.0,3.0,1.0
1225,2014,383,211,687,379,381,786,55,302,345,181,962,961,121,137,220,142,374,560,139,315,22,9.0,4.0,5.0,5.0
1225,2015,324,220,598,340,317,709,51,297,284,174,964,972,97,127,155,97,371,435,123,240,22,2.0,,1.0,5.0
1225,2016,300,192,705,490,336,810,84,314,360,190,1080,1084,116,161,190,123,368,528,83,297,31,7.0,4.0,1.0,5.0
1225,2017,332,239,661,402,418,796,77,279,332,154,1035,1034,90,148,172,96,393,496,68,290,20,5.0,,7.0,10.0
1225,2018,287,263,514,382,378,761,70,271,288,181,754,749,90,121,115,74,425,365,60,211,28,5.0,6.0,8.0,11.0
1225,2019,252,230,542,390,382,697,47,278,234,181,1039,1037,46,109,122,59,348,324,71,237,14,4.0,,3.0,
1226,2010,233,128,483,361,239,545,76,412,307,236,711,710,114,154,135,86,303,341,113,138,26,36.0,7.0,1.0,9.0
1226,2011,258,120,512,351,278,574,87,363,324,188,684,688,92,183,156,85,248,423,97,222,17,11.0,5.0,4.0,8.0
1226,2012,232,188,574,410,357,563,64,379,317,212,541,545,115,202,143,84,339,376,105,189,23,6.0,5.0,1.0,6.0
1226,2013,236,157,460,344,343,594,93,289,224,143,985,986,103,202,137,82,297,353,104,191,23,6.0,3.0,2.0,3.0
1226,2014,285,150,490,333,271,610,69,272,319,176,833,839,93,181,162,78,312,462,103,249,17,5.0,2.0,5.0,2.0
1226,2015,326,133,495,335,248,615,72,288,283,167,1061,1063,93,187,164,78,302,356,107,296,12,8.0,5.0,,3.0
1226,2016,306,221,544,380,399,747,77,259,257,154,924,926,95,208,153,72,344,462,70,270,22,10.0,5.0,1.0,3.0
1226,2017,242,226,567,413,409,660,70,315,228,190,692,694,97,218,171,112,300,428,78,204,47,12.0,3.0,6.0,6.0
1226,2018,269,235,495,364,362,690,65,219,176,172,589,586,90,159,154,75,330,361,73,215,46,3.0,6.0,5.0,3.0
1226,2019,269,248,478,339,438,630,79,248,246,158,1069,1067,68,141,123,62,349,339,74,202,30,6.0,4.0,2.0,1.0
1227,2010,260,170,552,372,389,634,70,396,302,179,542,544,105,202,138,67,303,384,115,214,5,11.0,2.0,1.0,4.0
1227,2011,262,134,519,471,297,686,79,397,359,229,801,799,119,129,137,61,324,323,105,198,29,16.0,13.0,2.0,1.0
1227,2012,237,182,541,407,373,613,79,328,341,151,826,829,96,137,142,68,312,334,80,199,12,13.0,5.0,3.0,6.0
1227,2013,280,212,558,416,421,788,87,393,317,177,871,878,129,212,129,72,394,461,97,207,11,11.0,18.0,2.0,11.0
1227,2014,271,163,635,364,337,669,51,327,315,176,764,766,108,151,158,72,314,441,103,252,30,6.0,12.0,3.0,11.0
1227,2015,250,188,576,361,403,698,87,416,363,195,883,889,132,185,153,84,376,515,106,247,27,6.0,10.0,2.0,8.0
1227,2016,273,122,609,436,279,762,146,435,375,192,801,801,90,154,236,133,302,446,72,300,29,16.0,16.0,6.0,4.0
1227,2017,329,246,619,534,418,877,164,287,374,160,1027,1022,112,170,192,109,447,514,83,333,81,8.0,7.0,11.0,6.0
1227,2018,343,202,584,462,382,826,205,293,313,168,822,819,115,206,156,84,384,461,48,282,72,5.0,8.0,7.0,4.0
1227,2019,346,281,658,439,524,787,118,196,256,113,802,801,31,190,150,87,440,340,58,234,58,2.0,2.0,10.0,3.0
1228,2010,202,219,610,442,426,941,143,601,396,423,1153,1152,138,203,144,106,570,414,132,100,95,18.0,32.0,11.0,4.0
1228,2011,235,228,581,422,356,807,148,484,332,280,1051,1057,127,177,130,82,552,370,115,112,117,12.0,18.0,11.0,5.0
1228,2012,191,182,544,422,415,705,130,398,312,266,908,910,115,159,127,98,390,363,123,108,94,13.0,8.0,11.0,2.0
1228,2013,230,269,630,399,576,756,136,451,418,259,1402,1404,128,237,148,108,352,454,148,146,54,17.0,15.0,7.0,6.0
1228,2014,257,210,587,364,452,806,127,481,374,242,1308,1311,136,215,143,100,351,444,139,167,57,31.0,30.0,14.0,4.0
1228,2015,189,238,576,328,432,783,105,532,351,291,1141,1140,131,208,116,75,389,471,127,125,44,24.0,23.0,5.0,6.0
1228,2016,242,277,586,357,487,818,65,486,258,304,1237,1233,115,199,134,94,462,453,110,146,31,7.0,8.0,5.0,2.0
1228,2017,217,245,606,417,436,814,72,487,320,322,1352,1351,124,180,167,117,427,420,101,120,36,10.0,7.0,3.0,5.0
1228,2018,260,226,699,415,455,635,67,426,383,279,1419,1420,113,227,148,99,422,456,99,161,42,17.0,8.0,7.0,6.0
1228,2019,375,259,694,436,492,737,86,379,351,194,1468,1468,4,245,176,100,446,415,104,261,34,,,7.0,8.0
1229,2010,242,193,555,429,397,790,114,433,383,267,853,858,138,240,192,84,433,502,116,133,74,18.0,11.0,8.0,
1229,2011,214,153,568,412,340,743,124,441,311,273,946,949,111,153,139,57,346,380,114,125,35,5.0,8.0,5.0,6.0
1229,2012,195,297,586,422,486,920,118,381,309,226,972,979,128,177,159,83,459,534,145,147,75,11.0,7.0,7.0,10.0
1229,2013,269,242,598,431,455,817,144,413,342,251,1295,1299,107,239,157,67,490,476,95,149,87,22.0,16.0,10.0,6.0
1229,2014,289,234,672,407,526,814,156,341,332,168,1202,1202,125,252,192,119,395,524,85,211,30,24.0,7.0,6.0,6.0
